"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","homeStatus","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","photos/68","photos/69","photos/70","photos/71","photos/72","photos/73","photos/74","photos/75","photos/76","photos/77","photos/78","photos/79","photos/80","photos/81","photos/82","photos/83","photos/84","photos/85","photos/86","photos/87","photos/88","photos/89","photos/90","photos/91","photos/92","photos/93","photos/94","photos/95","photos/96","photos/97","photos/98","photos/99","photos/100","photos/101","photos/102","photos/103","price","url","yearBuilt"
"East Rutherford",,,"NJ","110 Hackensack St",,"07073","0",,"USD","GREAT INVESTMENT PROPERTY OF 4300 SQFT ALL BRICK DWELLING. FEATURING TWO BEDROOM APARTMENTS AND TWO RETAIL. ALL OCCUPIED HAS 5 ROOMS, 2 BEDROOMS AND VERY BRIGHT. RETAILS HAVE GREAT EXPOSURE AND LOCATED IN A HIGH TRAFFIC AREA...ALL UTILITIES ARE SEPARATE  AND PAID BY TENANT. PARKING FOR 4 CARS. WALK TO SCHOOLS, SHOPPING AND NYC BUSES $70,000 IS THE GROSS INCOME","FOR_SALE","40.83225",,"-74.094955","https://photos.zillowstatic.com/fp/82edb36619f0733137e2fa60880f8b85-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"869000","https://www.zillow.com/homedetails/110-Hackensack-St-East-Rutherford-NJ-07073/2070486476_zpid/",
"Absecon",,,"NJ","541 E Revere Way",,"08205","3","3","USD","***HISTORIC SMITHVILLE NEW LISTING ALERT***3 BED 2.5 BATH***NEWER SINGLE LAYER ROOF, GAS HVAC, WINDOWS, W/H & MORE***2 FIREPLACES***FENCED REAR YARD***STUNNING KITCHEN***CORNER LOT***COVERED REAR PORCH***1,984 SQ FT***TAXES $6,108***  REVELING ON REVERE~Look no further, your dream awaits! Wonderfully appointed colonial in the <3 of Smithville. This wonderfully situated home nestled on a corner lot boasts a wonderful huge fenced yard with a combo of sun & shade. Walking in, you are greeted by beautiful laminate flooring, newer windows that allow the natural light in! Family room offers a wood burning fireplace with lots of space as well as a bump out at the front portion of the room flanked with windows. Dining room is bright and cheerful. Bonus den features a custom made barn door, another wood burning fireplace. Custom kitchen features glazed cabinets, granite, crown moulding, lots of light, along with a newer slider that boasts built-in blinds between the panes of glass! On the 2nd floor, owners suite offers a private custom bath along with plenty of space & 2 walk-in closets! Both guest beds and bath are comfortably sized. $60/month HOA covers trash, recycle, common grounds maintenance, 2 pools, gym, multiple sports courts, walking trails and more!!!","FOR_SALE","39.493465",,"-74.47262","https://photos.zillowstatic.com/fp/63b662ddb15096eb193ef65b6285a561-p_d.jpg","https://photos.zillowstatic.com/fp/3c009e91e557af0fff41080d6d13fe8b-p_d.jpg","https://photos.zillowstatic.com/fp/c2114c90bae5d938621a3be008be48e7-p_d.jpg","https://photos.zillowstatic.com/fp/cb969bbca04544df45be8d2e41c0a364-p_d.jpg","https://photos.zillowstatic.com/fp/849ed8d7d07ada50da8679591bbb1e16-p_d.jpg","https://photos.zillowstatic.com/fp/cc559c6fd30229c24552eb7402b39b83-p_d.jpg","https://photos.zillowstatic.com/fp/1d14cef1d13f9be6761f29d573d41fb4-p_d.jpg","https://photos.zillowstatic.com/fp/f802c8114e2030aa03d57113d0118c6d-p_d.jpg","https://photos.zillowstatic.com/fp/4170553335429f29f80f7e5b4ae7394d-p_d.jpg","https://photos.zillowstatic.com/fp/76736c65d0e524e78fab80bd56364867-p_d.jpg","https://photos.zillowstatic.com/fp/e4c29148f3e194ba4cc1de241013df42-p_d.jpg","https://photos.zillowstatic.com/fp/76413bbda6045cd83f7da8b82fe0b155-p_d.jpg","https://photos.zillowstatic.com/fp/82c29e8d1cfb90c8b5b2eb579b91cc19-p_d.jpg","https://photos.zillowstatic.com/fp/7b3486b989b280b9c41a094d4ee50501-p_d.jpg","https://photos.zillowstatic.com/fp/294f5a417c3773f19053bfcfda07e0a3-p_d.jpg","https://photos.zillowstatic.com/fp/2c407c9cb771d73021e9f8a0ebdd75e9-p_d.jpg","https://photos.zillowstatic.com/fp/949cc725c846a013894eceb1376b620b-p_d.jpg","https://photos.zillowstatic.com/fp/141d3e9c4ddcfd49a435b90b4a9986ef-p_d.jpg","https://photos.zillowstatic.com/fp/c40a63fd92386db5ea204501aa5859b9-p_d.jpg","https://photos.zillowstatic.com/fp/fef9a9debe17779092b2f05b724d3d9b-p_d.jpg","https://photos.zillowstatic.com/fp/3e311dc13ab7c13a56a1195b6ceb3ab4-p_d.jpg","https://photos.zillowstatic.com/fp/0ade4880b4f22cf02dc05aa1674693a9-p_d.jpg","https://photos.zillowstatic.com/fp/5367a4ca867e326a1484493103711a25-p_d.jpg","https://photos.zillowstatic.com/fp/a8b4a78b45d810d32173ab8f896ae575-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"347500","https://www.zillow.com/homedetails/541-E-Revere-Way-Absecon-NJ-08205/2065558745_zpid/","1988"
"Milford",,,"NJ","161 Rick Rd",,"08848","4","5","USD","Owner is a detailed oriented,  home has been built with quality 1st class , no expenses spared, steel beams, silent joists, solid interior doors, lutron lighting controls,  4000 Sq foot pool decking,  stamped concrete, basement expertly finished , marble and granite throughout,  2 gas fire places...wired","FOR_SALE","40.59441","6000","-75.03148","https://photos.zillowstatic.com/fp/5190a375643627163d75a92d85efa8b7-p_d.jpg","https://photos.zillowstatic.com/fp/0e075104ede0bd6c5bf4046ea953a7f4-p_d.jpg","https://photos.zillowstatic.com/fp/8c6f21fa8f07c12b9ac379dd40793526-p_d.jpg","https://photos.zillowstatic.com/fp/d22257b020f76e431b9a873a561e01a3-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1059000","https://www.zillow.com/homedetails/161-Rick-Rd-Milford-NJ-08848/55631737_zpid/","2001"
"Bedminster",,,"NJ","26 Four Oaks Rd",,"07921","3","2","USD","***OFFERING A $4,000 BUYER CONCESSION AT CLOSING TO HELP WITH CLOSING/MOVING COSTS***
 
Welcome to the highly desireable Hills Village North Section of the Bedminster Hills!  Where property taxes are as much as 1/3 of the property taxes paid by the neighboring town of Basking Ridge.  This unit is located in the Four Oaks Neighborhood where the monthly HOA is the lowest per square foot of any of the premier neighborhoods in The Hills.  Units in this section of the Hills just don't come available very often.  This A-unit (Arbor Model) is a spaceous 1,717 square feet with a two car garage.  Beautiful handscraped hardwood Floors throughout main living areas including the loft.  The kitchen has Indian color slate flooring, granite countertops, center island, eat-in kitchen, appliances (range, microwave, refrigerator and dishwasher) are only a few years old, new (Feb. 2022) sliding glass doorwall out to the balcony. A two sided glass enclosed gas fireplace provides ambiance and heat with the flip of a switch. New HVAC (May, 2021) and hot water heater (May, 2020).  Master bathroom completely remodeled in 2020.  Master bedroom measures 14ft. x 17ft. with a ""John Louis"" shelving custom walk-in closet. The loft has a full bath which was also remodeled in 2020.  The loft and the den could easily be bedrooms or offices.  Ceiling fans in kitchen and loft.  The two-car garage has room for the family vehicles and contains a workbench.  The Balcony/deck was new in 2020 and the building roof was replaced in 2016.

The loft and loft full bathroom are in the process of completion but will be done at time of sale.

Taking highest and best offers through March 27, 2022.","FOR_SALE","40.655964","1717","-74.63756","https://photos.zillowstatic.com/fp/f51ab08218cd9eccef732ffa9c416963-p_d.jpg","https://photos.zillowstatic.com/fp/7b62197d4b8246cf3c4e9b20cb3550e3-p_d.jpg","https://photos.zillowstatic.com/fp/737a9e8c0e75dea920adfb96d0a23907-p_d.jpg","https://photos.zillowstatic.com/fp/c35cf03abd96414842d9bd1d96c8adc0-p_d.jpg","https://photos.zillowstatic.com/fp/8719990333240a0d2f80afde9f733575-p_d.jpg","https://photos.zillowstatic.com/fp/2fcb8aa73f47c6b14095e15731b766d1-p_d.jpg","https://photos.zillowstatic.com/fp/4885278e098bdd9f5e98fc1db6434211-p_d.jpg","https://photos.zillowstatic.com/fp/f84ece60e4be40a88f7f42ff92bc88be-p_d.jpg","https://photos.zillowstatic.com/fp/593f27df0e07f5f03142a59669f4ef71-p_d.jpg","https://photos.zillowstatic.com/fp/8dbeb110c2eedd116eee86c64a65a092-p_d.jpg","https://photos.zillowstatic.com/fp/985053db108735bf476547830a6f912a-p_d.jpg","https://photos.zillowstatic.com/fp/f846de611b0e0c97b274f4ebc58504e2-p_d.jpg","https://photos.zillowstatic.com/fp/ba93d7474a04404e83e51b87e96be815-p_d.jpg","https://photos.zillowstatic.com/fp/9b5206c9cccc65a8ec160c920e2af07a-p_d.jpg","https://photos.zillowstatic.com/fp/20ad20e1203b1023308fcc767a70c7f8-p_d.jpg","https://photos.zillowstatic.com/fp/52bfc3b220cfd8c22e5429a41088c30a-p_d.jpg","https://photos.zillowstatic.com/fp/59dca09ec3c70466704398489f4efe73-p_d.jpg","https://photos.zillowstatic.com/fp/bce035dc0083257659ea4d6174e4db17-p_d.jpg","https://photos.zillowstatic.com/fp/87331caf6d2b3686fba7066997493f26-p_d.jpg","https://photos.zillowstatic.com/fp/b54015cc7be5aa6681115cfb517466c4-p_d.jpg","https://photos.zillowstatic.com/fp/5d2d96260fd559f5b44d1df186031404-p_d.jpg","https://photos.zillowstatic.com/fp/97d74f7646995a1cca9c32b23c883010-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"484900","https://www.zillow.com/homedetails/26-Four-Oaks-Rd-Bedminster-NJ-07921/39834562_zpid/","1995"
"Marlton",,,"NJ","111 Meadow Ln",,"08053","2.5","4","USD","This remarkable, two-story, single family house is conveniently located in the heart of Marlton and is generally close to shopping centers, hospitals, schools, and all major highways. The simple yet elegant house is in the midst of a very desirable family oriented community with an outstanding school district. This luxurious freshly painted house has undergone major renovation, including: hardwood floors on the first level, a hardwood staircase, new kitchen cabinets, Korean countertops, new marble fireplace, a newer carpet in the entire second floor, and a new standing shower in the master bath. The property has a partially finished basement for extra storage.","FOR_SALE","39.876106","2115","-74.92536","https://photos.zillowstatic.com/fp/e61607a0f823c5601940756a28d4f60a-p_d.jpg","https://photos.zillowstatic.com/fp/11f31204ff9b25d2191aca8b7c6ad74b-p_d.jpg","https://photos.zillowstatic.com/fp/ef89a720dda667d4e40956cde1e0caf4-p_d.jpg","https://photos.zillowstatic.com/fp/254e423dda4fbb10a4f7e9600f2887fa-p_d.jpg","https://photos.zillowstatic.com/fp/26d9fe43490670f33a9332ad9384dd9c-p_d.jpg","https://photos.zillowstatic.com/fp/8809b1d4576dd9c57ee408b877cc3f42-p_d.jpg","https://photos.zillowstatic.com/fp/0cd11be8eb055c2dc683218241f5ce4b-p_d.jpg","https://photos.zillowstatic.com/fp/f8a2cb8dced698d6438336e4a8b9623f-p_d.jpg","https://photos.zillowstatic.com/fp/77282b2a9cd99c930e3ff220bc1be69d-p_d.jpg","https://photos.zillowstatic.com/fp/824bce55f912e2f1300781200203bac3-p_d.jpg","https://photos.zillowstatic.com/fp/2eca4c2678efc4d0786334d8a33cb5a2-p_d.jpg","https://photos.zillowstatic.com/fp/4286b17a25f78db594b00ad5fb0ba8db-p_d.jpg","https://photos.zillowstatic.com/fp/b7eb46eacb4c0b9c1f2357478397fc28-p_d.jpg","https://photos.zillowstatic.com/fp/fd3166b02b3256e464f176a203a14b6b-p_d.jpg","https://photos.zillowstatic.com/fp/045b696419051f652fa16ddfe45a2f01-p_d.jpg","https://photos.zillowstatic.com/fp/7053876d59c8d856f33799d2707cdb55-p_d.jpg","https://photos.zillowstatic.com/fp/02a24ad23c71adb8a8e1d34459f79e0b-p_d.jpg","https://photos.zillowstatic.com/fp/aee3f4a64be0b2cedbd20dd7d55fe5aa-p_d.jpg","https://photos.zillowstatic.com/fp/1b10ac123ee893d1b9d06bb569e9931a-p_d.jpg","https://photos.zillowstatic.com/fp/2fa17c324b88432ad25cf32af12b10b0-p_d.jpg","https://photos.zillowstatic.com/fp/b4b28b54c781e1655e238a4fc762db89-p_d.jpg","https://photos.zillowstatic.com/fp/e24a5325cc5100228618c29aa67b1e9c-p_d.jpg","https://photos.zillowstatic.com/fp/5ef323cf8aacaa9712affcd9ca5300a9-p_d.jpg","https://photos.zillowstatic.com/fp/669ed7ec0b0e3bd027215feac02bcb6c-p_d.jpg","https://photos.zillowstatic.com/fp/7f56474a4aa63af29495890a6a0febe8-p_d.jpg","https://photos.zillowstatic.com/fp/1a4a1b4cf26c8e9d8781fac51dad1306-p_d.jpg","https://photos.zillowstatic.com/fp/82f163b7578cf73b1bf28afff9a20668-p_d.jpg","https://photos.zillowstatic.com/fp/1295947c08ca4b3ed9781cba1b0c7c91-p_d.jpg","https://photos.zillowstatic.com/fp/6e9060e0b38f0070f82940d5721eb667-p_d.jpg","https://photos.zillowstatic.com/fp/5786747b7a397a3e06ce9bcfa874a821-p_d.jpg","https://photos.zillowstatic.com/fp/316bea5f771e4eb9b1680506b625a836-p_d.jpg","https://photos.zillowstatic.com/fp/9283ceb9d1802268e80f3e8b1090ec66-p_d.jpg","https://photos.zillowstatic.com/fp/13d5c4b8ef2ffa925bc520d853aeb726-p_d.jpg","https://photos.zillowstatic.com/fp/46c50781cfdc402a2c437a3380b48c54-p_d.jpg","https://photos.zillowstatic.com/fp/c3a8c6fb454780f4246ce549ad7914e9-p_d.jpg","https://photos.zillowstatic.com/fp/6acf4f6aec397d659e8179ed1111da0c-p_d.jpg","https://photos.zillowstatic.com/fp/939b3eb2a4e023dc495d0b2a1238fd32-p_d.jpg","https://photos.zillowstatic.com/fp/8164ff8f5dfe91aea29c351ff52f7cfc-p_d.jpg","https://photos.zillowstatic.com/fp/70a4dedd182e260a1c75f4f9a7c1615f-p_d.jpg","https://photos.zillowstatic.com/fp/d0a90ac23a9fcec9c8a072805d3c7fc5-p_d.jpg","https://photos.zillowstatic.com/fp/5cadaa9b9e165f6582a48494e4b8b2e0-p_d.jpg","https://photos.zillowstatic.com/fp/72bf9da139aab07db1dae75a800579e5-p_d.jpg","https://photos.zillowstatic.com/fp/f9a93bac0f199491a2b9adcf2eff25dc-p_d.jpg","https://photos.zillowstatic.com/fp/9221ea0030ad70ff53e0a0ac79dbfff2-p_d.jpg","https://photos.zillowstatic.com/fp/31e825125b3e716cb04966030035715c-p_d.jpg","https://photos.zillowstatic.com/fp/1aa70fcb6b3520ff03600ef3019f22a3-p_d.jpg","https://photos.zillowstatic.com/fp/b1e9dbdacfe141a322bb9283ca84107e-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"459000","https://www.zillow.com/homedetails/111-Meadow-Ln-Marlton-NJ-08053/38100244_zpid/","1975"
"South River",,,"NJ","148 Johnson Pl",,"08882","2","4","USD","Great home to raise a family.  4 bedrooms, 2 full baths, living room, kitchen, walk in attic, basement with crawl space. 1 car garage.    Walking distance to schools.  Close to public transportation and NJ Turnpike.  Backyard has 2 patios.  Available April 1st, 2022.","FOR_SALE","40.442142","1700","-74.37753","https://maps.googleapis.com/maps/api/streetview?location=148+Johnson+Pl%2C+South+River%2C+NJ+08882&size=400x300&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=LHg_5-DNxTguxDijtZ0oOY3FHQY=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"425000","https://www.zillow.com/homedetails/148-Johnson-Pl-South-River-NJ-08882/55556066_zpid/","1963"
"Paterson",,,"NJ","74-76 Burhans Ave",,"07522","2",,"USD"," Two studio apartments above a 3 car garage with additional off-street parking and a large fenced in backyard yard. Steel beam and poured concrete construction, Solid and well built.  Zoned R3 and Expandable.  Income, and Lot's of possibilities.","FOR_SALE","40.926018","880","-74.18454","https://photos.zillowstatic.com/fp/bdbf6e15591fd26496790f9dfe25d5ac-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"299000","https://www.zillow.com/homedetails/74-76-Burhans-Ave-Paterson-NJ-07522/39754419_zpid/","1960"
"Manahawkin",,,"NJ","945 Sandy Cir",,"08050","3","5","USD","Welcome home to this large colonial situated in beautiful Ocean Acres.  It features 5 bedrooms, 2 1/2 baths and a full finished basement.  Walking through the front door you are greeted by a bright and spacious 2 story entry.  The home boasts plenty of space with 3041 sq ft. in the main living area and 1737 sq ft in the  finished basement. The large custom kitchen with all granite counter tops and oversized center island features all stainless steel appliances including double wall ovens, 5 burner gas stove top, large fridge and dishwasher. While the center island has a 2nd sink, mini fridge, microwave and counter seating for 4.  The cozy family room right off the kitchen features custom built-in cabinets with granite top and wood burning fireplace for those cold winter nights.  Just off the kitchen as well is a large 13.5' x 25' bonus room with pass through opening to the kitchen, it is a room with endless possibilities.  The dining room features  custom matching built-in cabinets with granite top, great for family get togethers.  On the main level you will also find the 5th bedroom as well as the oversized walk-in pantry.  Upstairs you have 4 additional spacious bedrooms 3 which feature custom built-in for extra storage.  The large master suite features a vaulted ceiling, and oversized walk-in closet where you will also find your full sized washer and dryer for easy convenience.  The closet also features 2 walk-in attic spaces for easy access and no attic ladders to climb.  The master bath features a large soaking tub and stand-up shower.  In the basement you will find the 1737sq ft finished area has plenty of room with half kitchen featuring mini fridge and sink.  there is also a bonus room with French doors that can be a gym or office space as well.  Out back you will find a beautiful vinyl fenced in backyard with pavers and in-ground pool with a newer liner.   Buyers realtors are welcome at a negotiated rate please text 732-682-3227 to schedule a showing.","FOR_SALE","39.723366","4778","-74.27119","https://photos.zillowstatic.com/fp/82a5ad5b0657c054a88bfaea60bc27d8-p_d.jpg","https://photos.zillowstatic.com/fp/2f3ac2ae35bb9bfe52bf114b49d52d5f-p_d.jpg","https://photos.zillowstatic.com/fp/522acaab71d769788b10cb5b7e13fda7-p_d.jpg","https://photos.zillowstatic.com/fp/a8e60168c4413cd43c61854ee20c1804-p_d.jpg","https://photos.zillowstatic.com/fp/3f7d02bb03a801c44650e093ded36bfc-p_d.jpg","https://photos.zillowstatic.com/fp/18a0311a990a88d1e6946be84fc70a21-p_d.jpg","https://photos.zillowstatic.com/fp/ea9ad237d84241b301f7ee75a36f015d-p_d.jpg","https://photos.zillowstatic.com/fp/0263c2b3668e7ba302d3a97989d4d3d8-p_d.jpg","https://photos.zillowstatic.com/fp/edb1316bb8bfffdf4cec3e8a8f6440ca-p_d.jpg","https://photos.zillowstatic.com/fp/05712afb224ab520260f1093e11b523c-p_d.jpg","https://photos.zillowstatic.com/fp/5df5b9fb674f068d7edb3b9fb245ba62-p_d.jpg","https://photos.zillowstatic.com/fp/8c8221eb971b008fcfe3f8e40344b5c0-p_d.jpg","https://photos.zillowstatic.com/fp/4f021201ad3f56727751bfa7285f3867-p_d.jpg","https://photos.zillowstatic.com/fp/0a650ccf2a0b0edce50083d0f04d810d-p_d.jpg","https://photos.zillowstatic.com/fp/1e10e95d29e9f0a3fca7e237db7e96c7-p_d.jpg","https://photos.zillowstatic.com/fp/4a9becfe05f1c5e71296e773252a5ebc-p_d.jpg","https://photos.zillowstatic.com/fp/83570a46d6d3a601530779a9b31e93f0-p_d.jpg","https://photos.zillowstatic.com/fp/de6333a8b66dced35c060605318041b1-p_d.jpg","https://photos.zillowstatic.com/fp/f5e08cc5afe2612da40e0addb2b3f6a4-p_d.jpg","https://photos.zillowstatic.com/fp/95e6c37f0a107074a47373038bda792a-p_d.jpg","https://photos.zillowstatic.com/fp/5fc437963093e532699650f960e828d8-p_d.jpg","https://photos.zillowstatic.com/fp/1d36dbe77b34794348ff700e1d7caca5-p_d.jpg","https://photos.zillowstatic.com/fp/55b30065956c95131e095fc10f748dde-p_d.jpg","https://photos.zillowstatic.com/fp/cbbdc7628faa8f82eb83d3c26af64e6b-p_d.jpg","https://photos.zillowstatic.com/fp/783ace97473c300f05b3103ff8dc53f3-p_d.jpg","https://photos.zillowstatic.com/fp/b78fa4bb535d6adb3f183a5bd621e09e-p_d.jpg","https://photos.zillowstatic.com/fp/7cae3ff83ce3481c7beee9dea89de237-p_d.jpg","https://photos.zillowstatic.com/fp/ea1e4a81a9d57a8078737aa4e2adb084-p_d.jpg","https://photos.zillowstatic.com/fp/f04c11e3500be8ccc256ff147b7cbe00-p_d.jpg","https://photos.zillowstatic.com/fp/266cb394432cb5f774d13d5b155fa027-p_d.jpg","https://photos.zillowstatic.com/fp/11aa784c6a76d1777fed73b2624388f6-p_d.jpg","https://photos.zillowstatic.com/fp/1429c801de4a8679c863a7531a8511ca-p_d.jpg","https://photos.zillowstatic.com/fp/c527079ba88ea1f075faa6364ab3b287-p_d.jpg","https://photos.zillowstatic.com/fp/47ab8eed44fcd39f3d15dcfdaacf782d-p_d.jpg","https://photos.zillowstatic.com/fp/a1c67e5698f6a20cab48695d6a3ae1e5-p_d.jpg","https://photos.zillowstatic.com/fp/51ee6c4809648ee2ae8f99091081401d-p_d.jpg","https://photos.zillowstatic.com/fp/731907d0a831533d6ade5787f1cee4cd-p_d.jpg","https://photos.zillowstatic.com/fp/2bac4c74aca09a1a67ee1f2947dcbd5a-p_d.jpg","https://photos.zillowstatic.com/fp/8b5387b0bc3e157c3d1c0db3ff200518-p_d.jpg","https://photos.zillowstatic.com/fp/a4352141b1d29737ea0155a0aa3785b7-p_d.jpg","https://photos.zillowstatic.com/fp/207de284afcae38ded716daf2c6ec2fb-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"629000","https://www.zillow.com/homedetails/945-Sandy-Cir-Manahawkin-NJ-08050/39702305_zpid/","1998"
"Fort Lee",,,"NJ","1068 Dearborn Rd",,"07024","6","5","USD","
Very suitable for large families.
","FOR_SALE","40.834072","4920","-73.980286","https://photos.zillowstatic.com/fp/6715994a32c2b9b4612a36100eaff31e-p_d.jpg","https://photos.zillowstatic.com/fp/de3ef816643bb4a2e60a551025d2fd59-p_d.jpg","https://photos.zillowstatic.com/fp/60ef1aea62b91e3c0e5586e1bf9891b7-p_d.jpg","https://photos.zillowstatic.com/fp/81ee56a8ad2f572f64bddf5ce82958bb-p_d.jpg","https://photos.zillowstatic.com/fp/99503d783ef743d69000249775054fe4-p_d.jpg","https://photos.zillowstatic.com/fp/7b7033ecf1ec47232fc78dbbec39f1f3-p_d.jpg","https://photos.zillowstatic.com/fp/e97e6d7b5d732f5ef99e3ccf9448978b-p_d.jpg","https://photos.zillowstatic.com/fp/f7f9a26c6bcf2a9e71d7a9bebc09b7eb-p_d.jpg","https://photos.zillowstatic.com/fp/5cd004aac21eda6cf2e5fde818c62d4e-p_d.jpg","https://photos.zillowstatic.com/fp/d257d3fd7511816faab0d82ffa9891de-p_d.jpg","https://photos.zillowstatic.com/fp/f1916fbb6032b44c149a7cdf29afbce5-p_d.jpg","https://photos.zillowstatic.com/fp/8b951063ff117fdee6e80a09fc5d58e5-p_d.jpg","https://photos.zillowstatic.com/fp/1ff69565698181a1453228a4934da529-p_d.jpg","https://photos.zillowstatic.com/fp/47ad41184bb60a5c7ff3147bfce215d3-p_d.jpg","https://photos.zillowstatic.com/fp/2c0ce930751bb56e7e8bde2501177dc0-p_d.jpg","https://photos.zillowstatic.com/fp/f4a57b21118cb64f7e2df99b22c3485d-p_d.jpg","https://photos.zillowstatic.com/fp/f0c1f7e48ff9cd0582676567612745ca-p_d.jpg","https://photos.zillowstatic.com/fp/7c12627672439e323ca7f5b96b132151-p_d.jpg","https://photos.zillowstatic.com/fp/22b272db89079ab49e2b7babd85fb76d-p_d.jpg","https://photos.zillowstatic.com/fp/fdd069b95a052d9377a7ce548e6f4b24-p_d.jpg","https://photos.zillowstatic.com/fp/0019fba8a18c18a903edb0fca2bf34c5-p_d.jpg","https://photos.zillowstatic.com/fp/a519cef41f143464aaf7eca0b25b01de-p_d.jpg","https://photos.zillowstatic.com/fp/255410ead65dea29cf058ae374a619e8-p_d.jpg","https://photos.zillowstatic.com/fp/ba41b3e46a066d0be4d6d0828414d308-p_d.jpg","https://photos.zillowstatic.com/fp/51eccea9c4a1152cf8d848cd03b4e8b4-p_d.jpg","https://photos.zillowstatic.com/fp/86bb69015387a870ad4a515690fd6815-p_d.jpg","https://photos.zillowstatic.com/fp/217b58d1835c5553b3d4278131f630bd-p_d.jpg","https://photos.zillowstatic.com/fp/d339ed9b4be515db8a086a050b44eaf7-p_d.jpg","https://photos.zillowstatic.com/fp/a78fff7bb2e6e9633fed54721bfdd1d9-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2350000","https://www.zillow.com/homedetails/1068-Dearborn-Rd-Fort-Lee-NJ-07024/37905866_zpid/","2008"
"Whiting",,,"NJ","49B Sunset Rd",,"08759","1","1","USD","Adult Community Crestwood Village 6 must be 55+. Mansfield model just unpack your bags! Plenty of natural light. Open concept. Rearrange furniture to fit your lifestyle! Property backs up to a preservation. Quiet and peaceful. Village bus to shopping. Many activities in clubhouse. This is a must see!","FOR_SALE","39.95936","624","-74.34538","https://photos.zillowstatic.com/fp/f9624f6183a26d3a9079fbe521f8bd2c-p_d.jpg","https://photos.zillowstatic.com/fp/44c0223145a2f634bbeb40fd5955ca8b-p_d.jpg","https://photos.zillowstatic.com/fp/6ea90d0953a88dd505a9d1c2c75b98fa-p_d.jpg","https://photos.zillowstatic.com/fp/9a950005ddd5847d87b1124892f34759-p_d.jpg","https://photos.zillowstatic.com/fp/e77dbd7d260581c1cd2d1b0312c5753a-p_d.jpg","https://photos.zillowstatic.com/fp/7e6571dc3e6ff4866765e458ea88b470-p_d.jpg","https://photos.zillowstatic.com/fp/47d79f85ec1ecb1a527c5381f35f371c-p_d.jpg","https://photos.zillowstatic.com/fp/3e92c522131b4f94a14e7fda4bacd58a-p_d.jpg","https://photos.zillowstatic.com/fp/d0e5bac6e11ebd732ec417a5d4e0bc7e-p_d.jpg","https://photos.zillowstatic.com/fp/22aa8f901dbdb2dc9292e512be66c7ec-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87999","https://www.zillow.com/homedetails/49B-Sunset-Rd-Whiting-NJ-08759/39671912_zpid/","1980"
