"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","homeStatus","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","photos/68","photos/69","photos/70","photos/71","photos/72","photos/73","photos/74","photos/75","photos/76","photos/77","photos/78","photos/79","photos/80","photos/81","photos/82","photos/83","photos/84","photos/85","photos/86","photos/87","photos/88","photos/89","photos/90","photos/91","photos/92","photos/93","photos/94","photos/95","photos/96","photos/97","price","url","yearBuilt"
"Franklin Square",,,"NY","14 Stevens Ct",,"11010","3","3","USD",":Beautiful Split Level On Cul-De-Sac Called Stevens Gardens In The IN CORPORATED VIILAGE OF STEWART MANOR. ELEMENTARY SCHOOL STEWART MANOR AND JR & HIGH SCHOOL IS SEWANAHAK HIGH SCHOOL.. Inground Sprinkler System. New Roof Installed 5 Years Ago. Windows Updated. New Heating System New Oil Burner And New Oil Tank. Full Basement. 1st Level - Attached Garage , Large Family Room, Den/Office And Half Bath. 2nd Level- Open Entry , Living Room With Electric Fireplace Large Bay Window, Formal Dining Area And Eat In Opened Kitchen . 3rd Level - 3 Bedrooms And 2 Full Baths ( Master Bedroom With Full Bathroom.) Attic. Beautiful Landscaped property And Rear Slate Patio In Backyard. Walking Distance To Village, Shops And Restaurants . Taxes Listed Without Star Program.","FOR_SALE","40.714592",,"-73.68346","https://photos.zillowstatic.com/fp/ee026b21430d0e9db4a7663425b31192-p_d.jpg","https://photos.zillowstatic.com/fp/ce0c5d956864f6e994948704d8e5551b-p_d.jpg","https://photos.zillowstatic.com/fp/4b8976716eda93c508b7f8c9e46c6471-p_d.jpg","https://photos.zillowstatic.com/fp/504f135bde800cbdb781f16441ff20f7-p_d.jpg","https://photos.zillowstatic.com/fp/fb0c6a73cb0b81e4df38dc633239b004-p_d.jpg","https://photos.zillowstatic.com/fp/1b73e36191546505a8630bba21be9fe9-p_d.jpg","https://photos.zillowstatic.com/fp/850c3f9cad6a52f600f6b69b2c7ab9e9-p_d.jpg","https://photos.zillowstatic.com/fp/8bbdec2cbbff544f0765b4b3dfb50bf9-p_d.jpg","https://photos.zillowstatic.com/fp/5bbdba457d762edde303eba11569c494-p_d.jpg","https://photos.zillowstatic.com/fp/3cc81fba72acfa0ddaa65b9cdfcecc43-p_d.jpg","https://photos.zillowstatic.com/fp/5a5e952c81f9f9fa13fb62dc13665856-p_d.jpg","https://photos.zillowstatic.com/fp/62c2defe4d8cef5fca37de79bf755d31-p_d.jpg","https://photos.zillowstatic.com/fp/e35cc4171c726acae756afacfec55388-p_d.jpg","https://photos.zillowstatic.com/fp/d35a327a315d05660db682ccf02ec616-p_d.jpg","https://photos.zillowstatic.com/fp/f93974a8f0f59c9d759e70cd98a66327-p_d.jpg","https://photos.zillowstatic.com/fp/f82601013b2545856e7a0fa02e82d233-p_d.jpg","https://photos.zillowstatic.com/fp/60606b0f3bcfcda2e87ccdf3a567d4e9-p_d.jpg","https://photos.zillowstatic.com/fp/3f363e757a4f65fc38ed7e8e9d529080-p_d.jpg","https://photos.zillowstatic.com/fp/3f363e757a4f65fc38ed7e8e9d529080-p_d.jpg","https://photos.zillowstatic.com/fp/98dcb4c3f90ae65300d20490d0f335e0-p_d.jpg","https://photos.zillowstatic.com/fp/98dcb4c3f90ae65300d20490d0f335e0-p_d.jpg","https://photos.zillowstatic.com/fp/24f6e56c280eb15c4575125936757802-p_d.jpg","https://photos.zillowstatic.com/fp/3f363e757a4f65fc38ed7e8e9d529080-p_d.jpg","https://photos.zillowstatic.com/fp/98dcb4c3f90ae65300d20490d0f335e0-p_d.jpg","https://photos.zillowstatic.com/fp/24f6e56c280eb15c4575125936757802-p_d.jpg","https://photos.zillowstatic.com/fp/8f63cadbcbd3d592c9b5a1c5976ddff0-p_d.jpg","https://photos.zillowstatic.com/fp/53af180e0f300c0b8a5aa385e06e5c2f-p_d.jpg","https://photos.zillowstatic.com/fp/0984df78135ca8a4455b475ff922ab3b-p_d.jpg","https://photos.zillowstatic.com/fp/39570973da1bd89e1834e5cf69dd6712-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"855000","https://www.zillow.com/homedetails/14-Stevens-Ct-Franklin-Square-NY-11010/31192196_zpid/","1957"
"Brooklyn",,,"NY","103 Monitor St",,"11222","3","6","USD",,"FOR_SALE","40.722767",,"-73.94243","https://photos.zillowstatic.com/fp/e991ca80412d2fad3a2133595da8601b-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2650000","https://www.zillow.com/homedetails/103-Monitor-St-Brooklyn-NY-11222/30622197_zpid/","1910"
"Flushing",,,"NY","14906 Beech Ave",,"11355","3","6","USD","Location ! Location ! Beautiful Corner 5500 Sqft Property with R3X Zoning. House Sold ""As Is"" Condition","FOR_SALE","40.758682","2340","-73.81395","https://photos.zillowstatic.com/fp/7f40566d7782c7f89ec8523d5f329a37-p_d.jpg","https://photos.zillowstatic.com/fp/997ba201439128ac4929e3724db649c3-p_d.jpg","https://photos.zillowstatic.com/fp/011ba6108bd9c24eab397d1f3a44b48c-p_d.jpg","https://photos.zillowstatic.com/fp/960726aaa14e1c4828703954466c5213-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1450000","https://www.zillow.com/homedetails/14906-Beech-Ave-Flushing-NY-11355/32046643_zpid/","1915"
"Dix Hills",,,"NY","(Undisclosed Address)",,"11746","5","5","USD","Custom Built On 4.7 Acres. 1/2 Finished Basement. W/Oak Floors, Bath, Central Vac, Alarm W/Video Recording System, Fabulous Master EnSuite W/Lg. Jacuzzi & Separate Shower. Designer Kitchen, Stainless-steel high-end appliance, Granite Counters. An entertainer Dream Kitchen. Your Very Own Estate 50 Minutes From NYC. Horse Property. 4.77 Acres.","FOR_SALE",,"6000",,"https://photos.zillowstatic.com/fp/84c6f3d10d8f0d4b00bbe7b4c998f5ee-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2300000","https://www.zillow.com/homedetails/Dix-Hills-NY-11746/59596744_zpid/","1994"
"Coram",,,"NY","4 Wycomb Pl",,"11727","3","5","USD",,"FOR_SALE","40.900913","2386","-73.030174","https://photos.zillowstatic.com/fp/6cb716ed966512a3c0a848bead25d384-p_d.jpg","https://photos.zillowstatic.com/fp/17150b8ce4834da64257f2f29f5d342e-p_d.jpg","https://photos.zillowstatic.com/fp/31436cea5e25c24b1e9ff1fe00094c8f-p_d.jpg","https://photos.zillowstatic.com/fp/2769f69b6662e057d1d01a3d617691bb-p_d.jpg","https://photos.zillowstatic.com/fp/6fc011e3a25929f6cbfde6fc8446192a-p_d.jpg","https://photos.zillowstatic.com/fp/da9d01ed85f5815555bb0dc3a01f694a-p_d.jpg","https://photos.zillowstatic.com/fp/b07849ec8ba183d0721da03f2d66fc00-p_d.jpg","https://photos.zillowstatic.com/fp/4f11c3db9697772394a7ef6e5214a62c-p_d.jpg","https://photos.zillowstatic.com/fp/aa7d3090ff39d83fdac694a3be22debf-p_d.jpg","https://photos.zillowstatic.com/fp/7fa396f3a457b3bf1f39047279a80f74-p_d.jpg","https://photos.zillowstatic.com/fp/0b60aec45c998a5d09b0dd10db95800a-p_d.jpg","https://photos.zillowstatic.com/fp/c47c6eddb7b4a4bf238f9ab1c93a40ad-p_d.jpg","https://photos.zillowstatic.com/fp/2e3d828de799c1991a790d680ac4195b-p_d.jpg","https://photos.zillowstatic.com/fp/5c847fc9b1dec872e7671b1c9f2c62db-p_d.jpg","https://photos.zillowstatic.com/fp/40812b02b99fdf532e6d38314b7dc89d-p_d.jpg","https://photos.zillowstatic.com/fp/6d75001d9f252520a0d7b6f39616b75f-p_d.jpg","https://photos.zillowstatic.com/fp/c0dc2d31d5739e7f47abd51d09ef3c95-p_d.jpg","https://photos.zillowstatic.com/fp/292fd0f41282d21481979f133e747f97-p_d.jpg","https://photos.zillowstatic.com/fp/38c28b5462b4820a26bc353aac05f905-p_d.jpg","https://photos.zillowstatic.com/fp/24439a9339377a6fdcc50a99f9cb83ba-p_d.jpg","https://photos.zillowstatic.com/fp/33e68d3d4e08a5bf427fffd728bdec70-p_d.jpg","https://photos.zillowstatic.com/fp/1c8bb41812f412a6b6986203549e0aad-p_d.jpg","https://photos.zillowstatic.com/fp/4cfc9d964f5307dbc175df57349ff0f2-p_d.jpg","https://photos.zillowstatic.com/fp/291bad6d258c14bd6a2ab6f427fdc53c-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"449000","https://www.zillow.com/homedetails/4-Wycomb-Pl-Coram-NY-11727/59475397_zpid/","1969"
"Garnerville",,,"NY","9 Allison Cir",,"10923","3","4","USD","Don't let this one PASS YOU BY!  Pride of ownership abounds in this lovingly maintained bi-level home situated on a quiet cul-de-sac.  Drive up to park BOTH cars in the garage as you arrive to this beautiful country setting.  Vaulted ceilings give this home an open airy feeling.  On the first floor there are three bedrooms, a master en-suite, an additional bathroom, formal dining room and good sized living room all have beautiful hardwood flooring, full kitchen with tiled flooring includes space for an eat in.  Kitchen sliding door leads to a private back deck with ability to walk down to backyard.  Great for summer BBQ's and gatherings of family and friends.  The lower level has a bathroom, a laundry room, bedroom and a family room.  All new appliances 2020.  This location is easily accessible to NYC, close to shops, transportation, close to town parks, This property will not last, it is priced to sell!","FOR_SALE","41.209568","2076","-74.00328","https://photos.zillowstatic.com/fp/6200f636cbf57a1021aac187100c2854-p_d.jpg","https://photos.zillowstatic.com/fp/a5765bfaae581c1916bd1a9c014d07cd-p_d.jpg","https://photos.zillowstatic.com/fp/8d7625b53798d3ad59f51c49b168cec6-p_d.jpg","https://photos.zillowstatic.com/fp/b75d7ead9f5a2671b7a31a29da29d94b-p_d.jpg","https://photos.zillowstatic.com/fp/2a5f5270a2d3bdd8b54dda4a2a1e3297-p_d.jpg","https://photos.zillowstatic.com/fp/c0faebec4e671cf35094ecdc5a04f45a-p_d.jpg","https://photos.zillowstatic.com/fp/c536101ccb8ac6e2cd1c0d2d418d0256-p_d.jpg","https://photos.zillowstatic.com/fp/069902d0425f0783ed736b6f5c7928ad-p_d.jpg","https://photos.zillowstatic.com/fp/3d74ba299a01ec3e864b66a7e0773aca-p_d.jpg","https://photos.zillowstatic.com/fp/d9400f50f79a826df307da8f7a95cdab-p_d.jpg","https://photos.zillowstatic.com/fp/84237758adf80206bd556096011f11bf-p_d.jpg","https://photos.zillowstatic.com/fp/7acc8fde1fce62e2aaa1e0fdefe121b6-p_d.jpg","https://photos.zillowstatic.com/fp/abd98a9a18e2043ba6c79b730f9c0112-p_d.jpg","https://photos.zillowstatic.com/fp/2eb90adfb2c9159908167e9f87e48edc-p_d.jpg","https://photos.zillowstatic.com/fp/a3b1382727aa05ce807fd2a44df59eba-p_d.jpg","https://photos.zillowstatic.com/fp/8ffed9ec4826199fa2316ce8733a43c9-p_d.jpg","https://photos.zillowstatic.com/fp/73dc80980759d3676b8e4f26b9d5da56-p_d.jpg","https://photos.zillowstatic.com/fp/d5df92a4806be4dbb7a4b65adb542f6e-p_d.jpg","https://photos.zillowstatic.com/fp/2c173b22420771d3d7354e324253f8fa-p_d.jpg","https://photos.zillowstatic.com/fp/947db5e75d30b51ac421e01bd82e6883-p_d.jpg","https://photos.zillowstatic.com/fp/54c9ac7996421037fec8cb1834df2834-p_d.jpg","https://photos.zillowstatic.com/fp/45e3bbf04e7ec5353756e72ae7e248a0-p_d.jpg","https://photos.zillowstatic.com/fp/ea675182cda25cf516fa893d9dc0a0ef-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"560000","https://www.zillow.com/homedetails/9-Allison-Cir-Garnerville-NY-10923/32382633_zpid/","1986"
"Cape May",,,"NJ","73 Breakwater Pl N",,"08204","2","2","USD","Welcome to the 52+ community of Bayshore Woods! This 2 bedroom 2 bath manufactured home located in North Cape May is just a short drive to downtown Cape May and other shore locations. This home has plenty of living space and has an added Florida room and a three season room. In Bayshore Woods you own your lot with low HOA fees of $80.00 a month which pays for your water and sewer utilities. There is a one time initial buy in of $500.00 and a yearly Capital Reserve of $100.00 every January. It's time for you to own your own piece of paradise and be part of the Cape May community with its rich history and beautiful sunsets.  --","FOR_SALE","38.99391",,"-74.940384","https://photos.zillowstatic.com/fp/bd43d0138d6f9c0d21f167e0183b3cef-p_d.jpg","https://photos.zillowstatic.com/fp/cf5e2190c1cb422ab8312886b178c1d0-p_d.jpg","https://photos.zillowstatic.com/fp/4667bc784dffc47a2dea157771b299aa-p_d.jpg","https://photos.zillowstatic.com/fp/c5caf5c90d0027281b10e14726623616-p_d.jpg","https://photos.zillowstatic.com/fp/402923eb94be2f4e52ad9b67fa1ff319-p_d.jpg","https://photos.zillowstatic.com/fp/0f94f56cc44c834f8a76a2a2b703b74d-p_d.jpg","https://photos.zillowstatic.com/fp/aaa29f7bc79bd0848a742d89f5d61c58-p_d.jpg","https://photos.zillowstatic.com/fp/a1ad68bceaf9e84d67f73545ee80b806-p_d.jpg","https://photos.zillowstatic.com/fp/07bb1d62e91c8bd01140a4d790e0b011-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200000","https://www.zillow.com/homedetails/73-Breakwater-Pl-N-Cape-May-NJ-08204/2065525385_zpid/",
"Jamaica",,,"NY","150-19 125th Ave",,"11434","2","4","USD","Legal 2 Family Home in a prime Location in Queens, close to public Transportation, Shopping, School,Place of Worship and Parks.","FOR_SALE","40.675232",,"-73.78909","https://photos.zillowstatic.com/fp/034746bd34d6bfba34f42551d5857e0a-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"749000","https://www.zillow.com/homedetails/150-19-125th-Ave-Jamaica-NY-11434/2065551270_zpid/","1930"
"Dix Hills",,,"NY","4 Athena Ct",,"11746","3","4","USD","Fabulous homelocated in a cul-de-sac. This home features formal living room oversize dining room eating kitchen granite counters stainless steel appliances den with fireplace half bath primary bedroom with an en suite bath office area additional bedrooms and full bath level backyard with entertainment area and inground pool half Hollow Hills school districtHi school West Candlewood junior high","FOR_SALE","40.795937",,"-73.306946","https://maps.googleapis.com/maps/api/streetview?location=4+Athena+Ct%2C+Dix+Hills%2C+NY+11746&size=400x300&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=3HvH01iuWtZRl5Y9BoT5mL6RZYA=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1225000","https://www.zillow.com/homedetails/4-Athena-Ct-Dix-Hills-NY-11746/59349161_zpid/","1981"
"Barnegat",,,"NJ","6A Musket Ave",,"08005","2","2","USD","This is a 55 plus community. Ready to retire this is a perfect house to do just that.  It is  duplex Corner property, with 2 bedrooms, 1.5 baths, great kitchen with side door to patio, combination living room, dining room.  Den or Porch when entering from front door.   All it needs is your personal touches to make it your home.  Close to shopping andBeaches, also Harry Wright Lake.","FOR_SALE","39.736603",,"-74.24305","https://photos.zillowstatic.com/fp/5c28d2a1395227f3c53563f24379cfc8-p_d.jpg","https://photos.zillowstatic.com/fp/031673f7e16d2eb1ff47be0cd9c0df8c-p_d.jpg","https://photos.zillowstatic.com/fp/20de252e7f53d97a7d8a9763e5033cbb-p_d.jpg","https://photos.zillowstatic.com/fp/de0e0fa65bd3c920215e55e2584712a9-p_d.jpg","https://photos.zillowstatic.com/fp/64903b14258aa1262ec0b108dab3ced9-p_d.jpg","https://photos.zillowstatic.com/fp/9b9a206ac669dc8c9057b0ae126d7875-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89900","https://www.zillow.com/homedetails/6A-Musket-Ave-Barnegat-NJ-08005/2065525410_zpid/",
"Stony Pt",,,"NY","17 John F Kennedy Dr",,"10980","3","4","USD","Your search is over...Stunning contemporary bilevel with beautiful back yard oasis featuring inground pool, oversized deck, paver patio and firepit is waiting for you. Inside...is light, bright and spacious. Turn key and move right in.  Living room and dining room with cathedral ceilings and trapezoid windows lets the sun shine in. Open pass thru between DR and Kitchen with breakfast/serving bar is great for entertaining. Sky-lit kitchen with cherry cabinets, granite counters and SS appliances. New bathrooms including master with private full bath. Gleaming hardwood floors, crown moldings and lots of recessed lights.  Lower level features new vinyl flooring, fourth bedroom and full bath. Perfect for guests. New high efficiency Raptor Velocity Boiler with up to 96% AFUE. All this set on a quiet street in a fabulous neighborhood.","FOR_SALE","41.23528","1944","-73.99753","https://photos.zillowstatic.com/fp/77645eb186d5d7b4ad451553b686fe7c-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"585000","https://www.zillow.com/homedetails/17-John-F-Kennedy-Dr-Stony-Pt-NY-10980/32398262_zpid/","1985"
"Newark",,,"NJ","135 Shephard Ave",,"07112","2","8","USD","COME GRAB THIS NEWLY RENOVATED 2 FAMILY BEFORE IT'S GONE. THIS HOUSE FEATURES, QUARTZ COUNTERTOPS, STAINLESS STEEL APPLIANCES, WASHER DRYER HOOKUP IN THE BASEMENT, PLENTY OF NATURAL SUNLIGHT, OFF STREET PARKING, NICE BIG YARD, AND SO MUCH MORE,  FIRST FLOOR: OPEN CONCEPT EAT IN KITCHEN, LIVING ROOM/ DINING ROOM, 3 BEDROOMS, AND FULL BATH. SECOND FLOOR: DUPLEX WITH 3RD FLOOR, OPEN CONCEPT EAT IN KITCHEN, LIVING ROOM/ DINING ROOM, 3 BEDROOMS, AND FULL BATH, THIRD FLOOR: HAS ADDITIONAL 2 BEDROOMS,","FOR_SALE","40.710686","19998","-74.20769","https://photos.zillowstatic.com/fp/79be9d59fff842069c678a335c3dc146-p_d.jpg","https://photos.zillowstatic.com/fp/89cdffcb247d1afc46c5153c85159e36-p_d.jpg","https://photos.zillowstatic.com/fp/35c1164484c0ec3c54fea9758b08a08e-p_d.jpg","https://photos.zillowstatic.com/fp/09fc3cc0c776e700dc48eafb3a710f14-p_d.jpg","https://photos.zillowstatic.com/fp/0ccd92d02575d894e33c1e8321b601fa-p_d.jpg","https://photos.zillowstatic.com/fp/ac55700d2d453a6ce34cab9bf4a5fe55-p_d.jpg","https://photos.zillowstatic.com/fp/1b38016df54a2a46befbf4fa323faf57-p_d.jpg","https://photos.zillowstatic.com/fp/4bbef0a32f61c2ee273784b9465b893d-p_d.jpg","https://photos.zillowstatic.com/fp/dd03e28b22fcbfbcd45dc80002362b2f-p_d.jpg","https://photos.zillowstatic.com/fp/35d073fed38b73df112f157b07f9a027-p_d.jpg","https://photos.zillowstatic.com/fp/9a5e610e13dd31bf3bf4721b8bb8cab1-p_d.jpg","https://photos.zillowstatic.com/fp/0a3efdb22559fd52023d9c7ea5782108-p_d.jpg","https://photos.zillowstatic.com/fp/c12c58cf8482af12cadd7e9e460d3eaa-p_d.jpg","https://photos.zillowstatic.com/fp/059c4e1277d3659447de8ccc574b7f4c-p_d.jpg","https://photos.zillowstatic.com/fp/ce8cfa8713f95dc3a6ef5859722dad0e-p_d.jpg","https://photos.zillowstatic.com/fp/5ec7a14044c5b4b716e09575c3af0eaa-p_d.jpg","https://photos.zillowstatic.com/fp/c487d2a6c33e5ba551eb7f1f4326e29e-p_d.jpg","https://photos.zillowstatic.com/fp/104323fc7bd8fd5cb1cd3e120692c63f-p_d.jpg","https://photos.zillowstatic.com/fp/eb3691b5a7ce6e7c7b92f3a55d3bf3aa-p_d.jpg","https://photos.zillowstatic.com/fp/24923e33ed80895115fd300184f6d0ee-p_d.jpg","https://photos.zillowstatic.com/fp/8296eaa539f6232d0e9428bbd65123d8-p_d.jpg","https://photos.zillowstatic.com/fp/f238ad216260ab7193567e3c3f8743d7-p_d.jpg","https://photos.zillowstatic.com/fp/8649bd05616a4410087f7530e5fb7b82-p_d.jpg","https://photos.zillowstatic.com/fp/15f72e98a71e6029b7ca0557780cd6be-p_d.jpg","https://photos.zillowstatic.com/fp/d60c288fe00f1adcc09df262ab7e87d6-p_d.jpg","https://photos.zillowstatic.com/fp/b82fde6659579ad75da5118d8b3c20f2-p_d.jpg","https://photos.zillowstatic.com/fp/6a5bd7b9a7fe62430d7f54c9d15617ae-p_d.jpg","https://photos.zillowstatic.com/fp/0bc43571985ff78c1b36957e3749ab6f-p_d.jpg","https://photos.zillowstatic.com/fp/02010c47003e6e3ad9ff2ec5e2113f9d-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"475000","https://www.zillow.com/homedetails/135-Shephard-Ave-Newark-NJ-07112/38708788_zpid/","1892"
"Jamaica",,,"NY","24744 87th Dr",,"11426","1","2","USD","New to the Market. This unique single family offers 2 bedroom, 1 bath, Living Room, Dining Room, Kitchen, full basement, rear entrance to the back yard, private driveway, and a bonus lot in the rear. Near all necessities, shops, restaurants, hospitals, transportation, airports, highways etc. This property is sold with the additional lot in Rear of property Block: 08639 Lot: 137","FOR_SALE","40.728916","896","-73.71798","https://photos.zillowstatic.com/fp/2225ae825f891e31f8bc4d911ec17ed1-p_d.jpg","https://photos.zillowstatic.com/fp/5750cb7a50bbfe91e3229ece5f7bd6d3-p_d.jpg","https://photos.zillowstatic.com/fp/02574183d1e8b7fb6f8f0d38f17c79e7-p_d.jpg","https://photos.zillowstatic.com/fp/838fbc05a70ad118146bad141a83a7ae-p_d.jpg","https://photos.zillowstatic.com/fp/bd7112d00864e14e77155415987b3c20-p_d.jpg","https://photos.zillowstatic.com/fp/cd79bdefcd506778514bd1e0612f0b91-p_d.jpg","https://photos.zillowstatic.com/fp/e117efc43fb2a48227da66513653b6f6-p_d.jpg","https://photos.zillowstatic.com/fp/c2870582411ef5a0cd744a3d9e9bbade-p_d.jpg","https://photos.zillowstatic.com/fp/68d909e2533bf6672146908cc5fc5237-p_d.jpg","https://photos.zillowstatic.com/fp/34b4da9d9303d7656f6358e24e84cec2-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"575888","https://www.zillow.com/homedetails/24744-87th-Dr-Jamaica-NY-11426/32100845_zpid/","1947"
"Glen Oaks",,,"NY","82-65 259th St",,"11004","4","4","USD","This Magnificent Colonial Went Under Complete Major Renovation of entire house in 2022. It is Located In the Heart Of Glen Oaks North of Hillside Ave. This Home Features A Spacious Kitchen With Sleek Stainless Steel Appliances, Gorgeous Brand New Gray 39"" High Cabinets, And High Quality Granite Countertops. 1st Floor is Open Layout with Living,, Dining, Full Bath, Bedroom & Kitchen.  2nd Floor offers Master Bedroom with 2 walk in Closets & Full Bathroom. There are 2 more bedrooms and a full common bath on the 2nd Floor. Full Finished Basement With Outside Entrance.  This house has Brand New 2 zone Central HVAC. It Has Beautiful Back Yard With 2 Car Detached Garage And Private Driveway. Excellent Location Right Off Of Hillside Avenue. Close To All Local Shopping Centers, Hospitals, Public Transportation, Grocery Stores, Mall And Freeways. Must See This Beautiful Property.","FOR_SALE","40.73926","2000","-73.70971","https://photos.zillowstatic.com/fp/82c09d8e89b87bd142272bbc5d8dfa15-p_d.jpg","https://photos.zillowstatic.com/fp/3d30b689843df6b03205eccde5751535-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150000","https://www.zillow.com/homedetails/82-65-259th-St-Glen-Oaks-NY-11004/2065559536_zpid/","1950"
